"Gene.Names","Entry","phytoID","phytoAnnotation","Protein.names","Gene.Ontology.IDs","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","WT 32C vs WT 20C (mean)","WT 32C vs WT 20C (lfc)","WT 32C vs WT 20C (padj)","TS 32C vs TS 20C (mean)","TS 32C vs TS 20C (lfc)","TS 32C vs TS 20C (padj)","TS 20C vs WT 20C (mean)","TS 20C vs WT 20C (lfc)","TS 20C vs WT 20C (padj)","TS 32C vs WT 32C (mean)","TS 32C vs WT 32C (lfc)","TS 32C vs WT 32C (padj)"
"PHYPA_000050","A0A2K1L6G5","Pp3c1_950","(1 of 12) PTHR31874:SF1 - CCT MOTIF FAMILY PROTEIN-RELATED","Uncharacterized protein","GO:0005634; GO:0006355; GO:0008270","regulation of DNA-templated transcription [GO:0006355]","nucleus [GO:0005634]","nucleus [GO:0005634]; zinc ion binding [GO:0008270]; regulation of DNA-templated transcription [GO:0006355]","zinc ion binding [GO:0008270]",286.320766518495,1.91851481334281,9.76573960876027e-20,209.500035788932,1.61105256001806,7.99221568801054e-10,109.702942656062,-0.0048652958138766,0.999993322508911,381.324009694785,-0.342113287729816,0.121309132685837
"PHYPA_000245","A0A2K1L755","Pp3c1_5970","","Uncharacterized protein","GO:0016020","","membrane [GO:0016020]","membrane [GO:0016020]","",425.763475644801,0.6113252574757,0.0137244760796992,491.121974252466,1.07061094282222,1.0025214699605e-07,319.369396181766,-0.000985576081955475,0.999993322508911,593.854826942258,0.303957520681487,0.0726851205453004
"PHYPA_000266","A9S3P2","Pp3c1_6260","(1 of 10) PTHR11926:SF279 - UDP-GLYCOSYLTRANSFERASE 74C1-RELATED","Glycosyltransferase (EC 2.4.1.-)","GO:0035251","","","UDP-glucosyltransferase activity [GO:0035251]","UDP-glucosyltransferase activity [GO:0035251]",314.188413905196,0.784917331120072,0.00934769583952499,458.194780745966,1.74270484387538,1.86378373632382e-07,209.907236234483,-0.00105477716533898,0.999993322508911,558.61301043781,0.725442829428097,0.00179725533683923
"PHYPA_000306","A9S018","Pp3c1_7030","(1 of 2) PTHR11527:SF95 - 23.5 KDA HEAT SHOCK PROTEIN, MITOCHONDRIAL-RELATED","SHSP domain-containing protein","GO:0009408","response to heat [GO:0009408]","","response to heat [GO:0009408]","",649.743782805584,6.74558730673327,3.12738277826946e-103,323.295218707423,7.25116480798681,2.12790437153372e-43,8.26522300658106,-0.00300966166613861,0.999993322508911,948.212087711793,-0.86871497418731,0.000535122217992456
"PHYPA_000337","A0A2K1L7B2","Pp3c1_7540","(1 of 2) PTHR15160//PTHR15160:SF6 - VON HIPPEL-LINDAU PROTEIN","BFN domain-containing protein","GO:0004518; GO:0005634; GO:0016567; GO:0030891","protein ubiquitination [GO:0016567]","nucleus [GO:0005634]; VCB complex [GO:0030891]","nucleus [GO:0005634]; VCB complex [GO:0030891]; nuclease activity [GO:0004518]; protein ubiquitination [GO:0016567]","nuclease activity [GO:0004518]",119.376209893015,1.41648363253322,2.19022102528116e-05,188.733467552252,1.31373000165311,0.00382181593970478,79.1840054015977,0.00535203692817841,0.999993322508911,227.193319346001,0.281787786736207,0.225771473480824
"PHYPA_000443","A0A2K1L7K1","Pp3c1_9620","(1 of 2) PTHR24096:SF253 - 4-COUMARATE--COA LIGASE-LIKE 6","4-coumarate--CoA ligase","GO:0016405","","","CoA-ligase activity [GO:0016405]","CoA-ligase activity [GO:0016405]",59.4169786042876,0.859171609927132,0.0193377866962058,53.8494331653893,1.01356550128113,0.0138519509366587,35.1494300776516,-0.00199265093208003,0.999993322508911,77.4081541849877,-0.0115693768862924,0.965816609818376
"PHYPA_000453","A9RZK9","Pp3c1_9830","(1 of 12) 5.3.1.1 - Triose-phosphate isomerase / Triosephosphate mutase","Triosephosphate isomerase","GO:0004807; GO:0005829; GO:0006094; GO:0006096; GO:0019563; GO:0046166","gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]","cytosol [GO:0005829]","cytosol [GO:0005829]; triose-phosphate isomerase activity [GO:0004807]; gluconeogenesis [GO:0006094]; glyceraldehyde-3-phosphate biosynthetic process [GO:0046166]; glycerol catabolic process [GO:0019563]; glycolytic process [GO:0006096]","triose-phosphate isomerase activity [GO:0004807]",209.967074405544,1.14454530754967,6.71925800951957e-06,180.680171184941,1.1963135739747,5.26845601561267e-06,117.321433766245,-0.00402996046079774,0.999993322508911,270.841796645419,-0.0917969855967592,0.71166382516462
"PHYPA_000506","A0A2K1L7U7","Pp3c1_10860","(1 of 32) 2.7.11.25 - Mitogen-activated protein kinase kinase kinase / MLTK","Protein kinase domain-containing protein","GO:0004672; GO:0005524; GO:0006468","protein phosphorylation [GO:0006468]","","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein phosphorylation [GO:0006468]","ATP binding [GO:0005524]; protein kinase activity [GO:0004672]",88.8964306601416,0.968032281967301,0.000342372469408518,134.711082591692,1.28836943696069,5.89377938224682e-05,66.2866683803088,0.00553189727841194,0.999993322508911,156.296638060023,0.591835252648759,0.020521046356092
"PHYPA_000534","A0A2K1L7U2","Pp3c1_11690","(1 of 2) PTHR24286:SF0 - CYTOCHROME P450 61","Uncharacterized protein","GO:0004497; GO:0005506; GO:0016020; GO:0016125; GO:0016491; GO:0016705; GO:0020037","sterol metabolic process [GO:0016125]","membrane [GO:0016020]","membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; sterol metabolic process [GO:0016125]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",2042.34938450842,1.36125098948248,1.53494936400626e-12,1826.95957958227,1.16935541270664,5.08545664526797e-07,1119.10460362621,-0.000824399182672405,0.999993322508911,2723.74569401476,-0.0991031878610184,0.686205134682612
"PHYPA_000588","A9SK21","Pp3c1_12850","(1 of 1) PTHR23291:SF34 - BAX INHIBITOR 1","Bax inhibitor 1","GO:0016020","","membrane [GO:0016020]","membrane [GO:0016020]","",3374.96881333232,1.53479535235958,8.31542150031934e-21,3309.30605683934,1.6706397111207,2.4794522730022e-16,1647.99302952771,-0.00453259062954855,0.999993322508911,4985.93152725871,0.0202336044307016,0.937980067073928
"PHYPA_000654","A0A2K1L868","Pp3c1_14540","(1 of 1) PTHR11732//PTHR11732:SF284 - ALDO/KETO REDUCTASE","NADP-dependent oxidoreductase domain-containing protein","GO:0004032; GO:0005829","","cytosol [GO:0005829]","cytosol [GO:0005829]; alditol:NADP+ 1-oxidoreductase activity [GO:0004032]","alditol:NADP+ 1-oxidoreductase activity [GO:0004032]",1362.59118887321,1.11006521221835,5.19229996792437e-09,1750.94387900787,1.22680946013708,3.17881116589804e-12,948.51059507023,0.0126486624804869,0.999993322508911,2150.33288888951,0.339562819234693,0.0658924232809974
"PHYPA_000655","A0A2K1L8B5","Pp3c1_14550","(1 of 6) PTHR11005:SF37 - TRIACYLGLYCEROL LIPASE 1","Uncharacterized protein","","","","","",747.280816569779,1.23779841248843,5.07039180627309e-20,955.221383720386,1.20647884682578,3.53054149102923e-16,511.623182570062,0.0306221992947885,0.481416913840238,1182.47551495566,0.321388326810498,0.0294074237285342
"PHYPA_000666","A0A2K1L8A2","Pp3c1_14770","(1 of 1) PTHR20208:SF13 - EMB","GIY-YIG domain-containing protein","GO:0004519","","","endonuclease activity [GO:0004519]","endonuclease activity [GO:0004519]",355.243499005026,1.27867773762883,2.42477222729905e-11,372.572561510823,1.09744725114017,7.54896557586983e-06,218.732551368481,0.00549193680654537,0.999993322508911,504.752357449479,0.0291130818103638,0.924934414928832
"PHYPA_000909","A0A2K1L8W9","Pp3c1_20790","","BTB domain-containing protein","GO:0016567","protein ubiquitination [GO:0016567]","","protein ubiquitination [GO:0016567]","",74.4183205986639,0.675227638049634,0.012721367276898,86.3056903578255,1.02509169054874,0.000251701582770816,54.8984621304008,0.00020867615999296,0.999993322508911,105.158095745966,0.176985462127893,0.430948529143118
"PHYPA_001149","A9S9U9","Pp3c1_25080","(1 of 1) PTHR16007//PTHR16007:SF29 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED","Transmembrane protein 45B","GO:0016020","","membrane [GO:0016020]","membrane [GO:0016020]","",299.403561399034,4.15578129636518,1.01859010422769e-36,240.833985207064,3.38868879550474,0.00648294971406334,26.8874805922662,-0.00102687376181174,0.999993322508911,505.640645132349,-0.0127920018746129,0.919017902092804
"PHYPA_001179","A9RPR5","Pp3c1_25700","(1 of 1) 4.2.1.130 - D-lactate dehydratase / Glyoxylase III","DJ-1/PfpI domain-containing protein","GO:0005737; GO:0019172; GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; glyoxalase III activity [GO:0019172]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]","glyoxalase III activity [GO:0019172]",2030.9469081084,1.38519890302813,1.75842410006885e-15,2056.25019978761,1.32777676550388,4.36515419894219e-09,1136.05476295774,0.00166684701412328,0.999993322508911,2923.79483210495,0.0224978022677198,0.940448127486577
"PHYPA_001278","A0A2K1LA04","Pp3c1_28060","(1 of 12) PTHR31307:SF4 - 6B-INTERACTING PROTEIN 1-LIKE 1-RELATED","Myb-like domain-containing protein","GO:0000976; GO:0005634","","nucleus [GO:0005634]","nucleus [GO:0005634]; transcription cis-regulatory region binding [GO:0000976]","transcription cis-regulatory region binding [GO:0000976]",36.214341037549,1.04105546782042,0.00635944650477655,36.49307968023,1.50715890019159,0.00261867976786269,19.1647606328043,-0.00204226811726071,0.999993322508911,53.0609160438139,0.0389198414389832,0.869332464592872
